Library Element,Test Name,AIE_VARIANT,UUT_KERNEL,T_DATA_A,T_DATA_B,DATA_OUT_TYPE,P_DIM_A,P_DIM_AB,P_DIM_B,P_SHIFT,P_ROUND_MODE,P_SAT_MODE,P_DIM_A_LEADING,P_DIM_B_LEADING,P_DIM_OUT_LEADING,P_ADD_TILING_A,P_ADD_TILING_B,P_ADD_DETILING_OUT,P_INPUT_WINDOW_VSIZE_A,P_INPUT_WINDOW_VSIZE_B,P_CASC_LEN,UUT_SSR,SINGLE_BUF,COMPILE,SIM,FUNC,Latency (ns),Throughput (MSa/s),cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
matrix_mult,test_341_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,25024,8,2,16,0,0,1,0,0,0,0,0,200192,16,2,16,0,1,1,1,18321,4308,8233,7598 MSa/s,256,32,32,64,1273104,1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596 1620 1596
matrix_mult,test_344_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,16,28,828,0,0,0,0,1,0,0,0,0,448,23184,7,4,0,1,1,1,103667,895,11844,1398 MSa/s,196,28,28,52,919728,2132 2132 2132 2132 2148 2226 2132 2132 2132 2132 2132 2148 2226 2132 2132 2132 2132 2132 2148 2226 2132 2132 2132 2132 2132 2148 2226 2132
matrix_mult,test_345_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,32,8,12,16,0,0,0,0,1,0,0,0,256,96,2,16,0,1,1,1,607,4626,55,8727 MSa/s,128,32,32,64,86256,1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590 1716 1590
matrix_mult,test_346_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,36,854,8,16,0,0,1,0,0,0,0,0,30744,6832,7,1,0,1,1,1,21019,26,9551,37 MSa/s,43,7,7,15,252173,1882 1906 1906 1906 1906 1906 2014
matrix_mult,test_347_aie1_hw_qor,AIE,matrix_mult,int16,int16,int32,44,988,32,16,0,0,0,0,1,0,0,0,43472,31616,13,1,0,1,1,1,9811,412,4276,411 MSa/s,67,13,13,25,339970,1816 1848 1848 1848 1848 1848 1848 1848 1848 1848 1848 1848 1932
matrix_mult,test_348_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,28,8,4,0,0,0,0,1,0,0,0,0,224,32,2,7,0,1,1,1,816,1037,85,1647 MSa/s,77,14,14,28,41314,1876 1904 1876 1904 1876 1904 1876 1904 1876 1904 1876 1904 1876 1904
matrix_mult,test_349_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,76,1000,4,0,0,0,1,1,1,0,0,0,76000,4000,10,1,0,1,1,1,40797,15,18013,21 MSa/s,71,10,10,21,397246,2330 2394 2394 2394 2394 2394 2394 2394 2394 2512
matrix_mult,test_351_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,260,16,2,16,0,0,1,0,1,0,0,0,4160,32,4,1,0,1,1,1,2208,311,540,1203 MSa/s,29,4,4,9,83739,1754 1852 1852 1832
matrix_mult,test_358_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,26516,8,2,0,0,0,1,1,0,0,0,0,212128,16,2,14,0,1,1,1,44112,2117,23695,2797 MSa/s,224,28,28,56,1344644,1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592 1694 1592
matrix_mult,test_359_aie1_hw_qor,AIE,matrix_mult,float,float,float,56,4,134,0,0,0,0,0,0,0,0,0,224,536,1,1,0,1,1,1,40771,550,9493,988 MSa/s,9,1,1,3,38533,1862
matrix_mult,test_361_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,144,4,272,0,0,0,0,0,0,0,0,0,576,1088,2,12,0,1,1,0,44140,3552,13326,3674 MSa/s,168,24,24,48,589980,1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232 1974 2232
matrix_mult,test_362_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,12,16,364,16,0,0,1,0,1,0,0,0,192,5824,1,3,0,1,1,1,34275,508,4860,1123 MSa/s,24,3,3,6,147867,1804 1804 1804
matrix_mult,test_363_aie1_hw_qor,AIE,matrix_mult,int32,cint32,cint32,22596,60,2,16,0,0,0,0,1,0,0,0,1355760,120,15,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_367_aie1_hw_qor,AIE,matrix_mult,float,float,float,21008,20,4,0,0,0,0,1,0,0,0,0,420160,80,5,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_372_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint32,24,16,104,16,0,0,1,0,1,0,0,0,384,1664,2,6,0,1,1,1,3835,3714,705,4425 MSa/s,72,12,12,24,109146,1756 1904 1756 1904 1756 1904 1756 1904 1756 1904 1756 1904
matrix_mult,test_376_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,896,16,14,16,0,0,1,1,1,0,0,0,14336,224,1,7,0,1,1,1,13233,2603,6059,2587 MSa/s,56,7,7,14,343231,2012 2012 2012 2012 2012 2012 2012
matrix_mult,test_382_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint16,10896,4,4,16,0,0,1,0,0,0,0,0,43584,16,1,6,0,1,1,1,19208,5933,1884,28917 MSa/s,54,6,6,12,362544,1860 1860 1860 1860 1860 1860
matrix_mult,test_386_aie1_hw_qor,AIE,matrix_mult,int32,cint32,cint32,3444,24,16,16,0,0,1,0,0,0,0,0,82656,384,2,14,0,1,1,1,72852,2272,30509,2257 MSa/s,224,28,28,56,1249234,1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868 1816 1868
matrix_mult,test_389_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,540,48,2,16,0,0,1,0,1,0,0,0,25920,96,12,1,0,1,1,1,5451,246,1124,1201 MSa/s,75,12,12,24,251211,1658 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1768
matrix_mult,test_395_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,48,64,332,16,0,0,0,0,1,0,0,0,3072,21248,4,6,0,1,1,1,57568,809,18692,1065 MSa/s,156,24,24,48,714438,2980 3058 2852 2980 2980 3058 2852 2980 2980 3058 2852 2980 2980 3058 2852 2980 2980 3058 2852 2980 2980 3058 2852 2980
matrix_mult,test_396_aie1_hw_qor,AIE,matrix_mult,int16,cint32,cint32,238,80,32,16,0,0,1,1,0,0,0,0,19040,2560,10,7,0,default,default,default,,,,,,,,,,
matrix_mult,test_398_aie1_hw_qor,AIE,matrix_mult,int32,int32,int32,12,8,4,16,0,0,0,0,1,0,0,0,96,32,2,3,0,1,1,1,590,607,50,1200 MSa/s,33,6,6,12,15027,1538 1636 1538 1636 1538 1636
matrix_mult,test_403_aie1_hw_qor,AIE,matrix_mult,int32,int32,int32,192,100,372,16,0,0,1,0,0,0,0,0,19200,37200,5,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_406_aie1_hw_qor,AIE,matrix_mult,int16,int16,int16,56,24,40,16,0,0,1,0,0,0,0,0,1344,960,1,1,0,1,1,1,5107,1207,2256,1241 MSa/s,7,1,1,2,20358,1962
matrix_mult,test_410_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,10360,8,4,16,0,0,1,1,1,0,0,0,82880,32,2,14,0,1,1,1,11150,5245,3923,13204 MSa/s,182,28,28,56,1057490,1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700 1658 1700
matrix_mult,test_423_aie1_hw_qor,AIE,matrix_mult,float,float,float,9240,168,4,0,0,0,0,1,0,0,0,0,1552320,672,14,15,0,default,default,default,,,,,,,,,,
matrix_mult,test_426_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,66,104,290,16,0,0,0,0,1,0,0,0,6864,30160,13,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_429_aie1_hw_qor,AIE,matrix_mult,float,float,float,3776,24,4,0,0,0,0,0,1,0,0,0,90624,96,2,16,0,1,1,1,4304,6656,2400,8054 MSa/s,240,32,32,64,936096,2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048 2188 2048
matrix_mult,test_433_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,776,12,14,16,0,0,0,0,1,0,0,0,9312,168,1,2,0,1,1,1,18787,968,8555,1587 MSa/s,14,2,2,4,86418,1730 1730
matrix_mult,test_435_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,16,20,84,16,0,0,1,1,0,0,0,0,320,1680,1,2,0,1,1,1,12370,324,5112,328 MSa/s,14,2,2,4,55314,3052 3052
matrix_mult,test_437_aie1_hw_qor,AIE,matrix_mult,float,float,float,52,16,1144,0,0,0,0,1,1,0,0,0,832,18304,4,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_441_aie1_hw_qor,AIE,matrix_mult,cint32,cint16,cint32,4,4,144,16,0,0,0,1,1,0,0,0,16,576,1,1,0,1,1,1,5066,620,606,1188 MSa/s,7,1,1,2,16265,1900
matrix_mult,test_445_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,56,4,424,16,0,0,0,1,0,0,0,0,224,1696,2,14,0,1,1,1,33976,8729,3149,9425 MSa/s,182,28,28,56,822738,1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906 1812 1906
matrix_mult,test_451_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,472,14,8,0,0,0,0,1,1,0,0,0,6608,112,7,2,0,1,1,1,14000,803,5948,793 MSa/s,74,14,14,28,203882,2380 2804 2804 2804 2804 2804 2726 2380 2804 2804 2804 2804 2804 2726
matrix_mult,test_452_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,140,14,2,16,0,0,1,1,1,0,0,0,1960,28,1,2,0,1,1,1,1838,330,998,350 MSa/s,14,2,2,4,25426,1732 1732
matrix_mult,test_462_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint32,64,228,40,16,0,0,1,1,1,0,0,0,14592,9120,1,4,0,1,1,1,31118,226,9554,334 MSa/s,32,4,4,8,239396,2026 2026 2026 2026
matrix_mult,test_463_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,70,40,4,16,0,0,1,0,1,0,0,0,2800,160,4,1,0,1,1,1,2913,253,1336,261 MSa/s,21,4,4,8,38171,1730 1782 1782 1838
matrix_mult,test_464_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint32,392,280,72,16,0,0,1,1,0,0,0,0,109760,20160,4,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_465_aie1_hw_qor,AIE,matrix_mult,int16,cint32,cint32,540,456,28,16,0,0,1,0,1,0,0,0,246240,12768,6,6,0,1,1,1,108571,409,41832,451 MSa/s,306,36,36,83,1797354,1708 1756 1756 1756 1756 1798 1708 1756 1756 1756 1756 1798 1708 1756 1756 1756 1756 1798 1708 1756 1756 1756 1756 1708 1798 1708 1756 1756 1756 1756 1798 1756 1756 1756 1756 1798
matrix_mult,test_466_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,196,44,16,16,0,0,1,0,0,0,0,0,8624,704,11,1,0,1,1,1,25714,360,10448,375 MSa/s,57,11,11,21,123737,1746 1846 1846 1846 1846 1846 1846 1846 1846 1846 1854
matrix_mult,test_473_aie1_hw_qor,AIE,matrix_mult,int32,int32,int32,372,36,8,16,0,0,1,1,0,0,0,0,13392,288,1,3,0,1,1,1,13812,343,6313,589 MSa/s,21,3,3,6,90843,1826 1826 1826
matrix_mult,test_475_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,104,84,6,16,0,0,0,1,1,0,0,0,8736,504,3,13,0,1,1,1,606,3336,202,3861 MSa/s,177,39,39,82,177476,1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1806 1872 1758 1758 1806 1872 1856 1806 1758 1806 1872 1758
matrix_mult,test_477_aie1_hw_qor,AIE,matrix_mult,cint32,cint16,cint32,40,76,80,16,0,0,0,0,0,0,0,0,3040,6080,2,2,0,1,1,1,40384,231,17198,232 MSa/s,36,4,4,10,205854,1978 1850 1978 1850
matrix_mult,test_478_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,5448,8,2,16,0,0,1,1,1,0,0,0,43584,16,2,3,0,1,1,1,15093,1046,5715,2383 MSa/s,48,6,6,12,274995,1658 1772 1658 1772 1658 1772
matrix_mult,test_479_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,1708,8,12,0,0,0,0,1,1,0,0,0,13664,96,1,7,0,1,1,1,76672,795,26583,963 MSa/s,49,7,7,14,301112,2610 2610 2610 2610 2610 2610 2610
matrix_mult,test_480_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,8668,4,4,16,0,0,1,0,0,0,0,0,34672,16,1,11,0,1,1,1,19082,2883,8690,4987 MSa/s,99,11,11,22,581570,2112 2112 2112 2112 2112 2112 2112 2112 2112 2112 2112
matrix_mult,test_482_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,8,76,44,0,0,0,1,1,1,0,0,0,608,3344,1,4,0,1,1,1,24583,42,3537,124 MSa/s,32,4,4,8,127264,1932 1932 1932 1932
matrix_mult,test_483_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,16,588,10,16,0,0,0,1,1,0,0,0,9408,5880,3,1,0,1,1,1,12468,18,4387,45 MSa/s,22,3,3,6,107893,1784 1816 1948
matrix_mult,test_488_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,48,8,48,0,0,0,0,1,1,0,0,0,384,384,1,8,0,1,1,1,2463,2806,964,2987 MSa/s,56,8,8,16,87104,2054 2054 2054 2054 2054 2054 2054 2054
matrix_mult,test_493_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,16,3256,26,16,0,0,1,1,1,0,0,0,52096,84656,11,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_494_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint32,8,84,60,16,0,0,1,0,1,0,0,0,672,5040,7,2,0,1,1,1,2469,829,677,886 MSa/s,68,14,14,22,124274,1990 2042 2042 2042 2042 2042 2106 1990 2042 2042 2042 2042 2042 2106
matrix_mult,test_499_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,16,6,388,0,0,0,1,0,1,0,0,0,96,2328,1,2,0,1,1,0,58755,316,18247,425 MSa/s,16,2,2,4,93322,3122 3122
matrix_mult,test_500_aie1_hw_qor,AIE,matrix_mult,float,float,float,4,8,20,0,0,0,0,0,0,0,0,0,32,160,1,1,0,1,1,1,856,470,151,662 MSa/s,7,1,1,2,4613,2000
matrix_mult,test_503_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint16,22656,20,4,16,0,0,1,1,1,0,0,0,453120,80,5,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_509_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,528,64,30,16,0,0,1,0,0,0,0,0,33792,1920,4,2,0,1,1,1,37144,776,20757,953 MSa/s,52,8,8,18,231350,1784 1816 1816 1884 1784 1816 1816 1884
matrix_mult,test_511_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,9416,4,4,16,0,0,0,1,0,0,0,0,37664,16,1,11,0,1,1,1,27776,3712,5800,8117 MSa/s,99,11,11,22,629475,1958 1958 1958 1958 1958 1958 1958 1958 1958 1958 1958
matrix_mult,test_515_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,17244,4,2,0,0,0,0,1,0,0,0,0,68976,8,1,9,0,1,1,1,30818,1870,15346,2809 MSa/s,99,9,9,27,574920,1796 1796 1796 1796 1796 1796 1796 1796 1796
matrix_mult,test_516_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,136,224,14,16,0,0,0,0,0,0,0,0,30464,3136,14,2,0,1,1,1,7677,693,3405,698 MSa/s,133,28,28,51,345134,1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1822 1724 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1822 1724 1756 1756
matrix_mult,test_518_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,336,4,8,16,0,0,0,1,0,0,0,0,1344,32,1,4,0,1,1,1,1758,4941,260,12923 MSa/s,28,4,4,8,41508,1944 1944 1944 1944
matrix_mult,test_519_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,80,108,548,16,0,0,0,0,0,0,0,0,8640,59184,9,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_522_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,56,8,578,16,0,0,1,1,1,0,0,0,448,4624,2,14,0,1,1,1,41895,3864,5820,6951 MSa/s,182,28,28,56,845110,1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838 1732 1838
matrix_mult,test_524_aie1_hw_qor,AIE,matrix_mult,float,float,float,48,16,1880,0,0,0,1,0,1,0,0,0,768,30080,4,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_529_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,44,26,712,16,0,0,1,1,0,0,0,0,1144,18512,13,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_530_aie1_hw_qor,AIE,matrix_mult,cint32,cint16,cint32,208,8,12,16,0,0,1,0,0,0,0,0,1664,96,1,2,0,1,1,1,8427,773,3970,785 MSa/s,16,2,2,4,72466,1930 1930
matrix_mult,test_531_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,6,2,70,16,0,0,1,0,1,0,0,0,12,140,1,1,0,1,1,1,3688,618,480,1093 MSa/s,7,1,1,2,11334,1774
matrix_mult,test_532_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,1716,4,28,0,0,0,0,0,1,0,0,0,6864,112,1,13,0,1,1,1,37689,3810,8532,7039 MSa/s,104,13,13,26,537576,2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156
matrix_mult,test_539_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,140,64,4,16,0,0,0,1,0,0,0,0,8960,256,4,1,0,1,1,1,3596,311,2112,331 MSa/s,28,4,4,9,91425,1824 1864 1864 1956
matrix_mult,test_542_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,4,4,64,16,0,0,1,1,0,0,0,0,16,256,2,1,0,1,1,1,5171,612,450,711 MSa/s,8,2,2,4,12687,1812 1906
matrix_mult,test_543_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint16,11104,8,2,16,0,0,1,0,0,0,0,0,88832,16,2,8,0,1,1,1,9082,3308,2810,9879 MSa/s,112,16,16,32,568968,1588 1698 1588 1698 1588 1698 1588 1698 1588 1698 1588 1698 1588 1698 1588 1698
matrix_mult,test_545_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,1576,4,4,16,0,0,0,0,0,0,0,0,6304,16,2,2,0,1,1,1,17556,945,7822,1007 MSa/s,32,4,4,8,160286,1714 1842 1714 1842
matrix_mult,test_547_aie1_hw_qor,AIE,matrix_mult,int32,cint32,cint32,20,4,450,16,0,0,1,0,0,0,0,0,80,1800,1,5,0,1,1,1,25854,2438,4552,2471 MSa/s,55,5,5,15,299565,2108 2108 2108 2108 2108
matrix_mult,test_550_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint32,8,11328,6,16,0,0,1,0,1,0,0,0,90624,67968,16,1,0,1,1,1,16848,7,2877,20 MSa/s,128,16,16,33,670051,1758 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1882
matrix_mult,test_551_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,568,104,8,16,0,0,0,0,0,0,0,0,59072,832,2,2,0,1,1,1,26451,281,12729,446 MSa/s,32,4,4,8,176540,1650 1792 1650 1792
matrix_mult,test_553_aie1_hw_qor,AIE,matrix_mult,int32,int32,int32,12,688,14,16,0,0,0,0,1,0,0,0,8256,9632,4,1,0,1,1,1,10697,42,4865,43 MSa/s,38,4,4,13,153185,1888 1808 1808 1760
matrix_mult,test_556_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint32,232,164,24,16,0,0,1,1,1,0,0,0,38048,3936,2,2,0,1,1,1,33043,303,18098,384 MSa/s,30,4,4,8,192348,1656 1724 1656 1724
matrix_mult,test_558_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,4,4,8,16,0,0,1,0,0,0,0,0,16,32,1,1,0,1,1,1,964,376,45,888 MSa/s,7,1,1,2,2760,1722
matrix_mult,test_559_aie1_hw_qor,AIE,matrix_mult,float,float,float,16,84,642,0,0,0,1,0,1,0,0,0,1344,53928,7,4,0,1,1,1,51807,797,8384,1532 MSa/s,208,28,28,56,1024012,1758 1758 1758 1758 1758 1850 1716 1758 1758 1758 1758 1758 1850 1716 1758 1758 1758 1758 1758 1850 1716 1758 1758 1758 1758 1758 1850 1716
matrix_mult,test_562_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,190,336,56,16,0,0,0,1,0,0,0,0,63840,18816,6,5,0,1,1,1,100390,314,36038,369 MSa/s,270,30,30,65,1413955,1760 1788 1736 1760 1760 1760 1760 1788 1736 1760 1760 1760 1760 1788 1736 1760 1760 1760 1760 1788 1736 1760 1760 1760 1760 1788 1736 1760 1760 1760
matrix_mult,test_568_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,1120,44,12,0,0,0,0,0,1,0,0,0,49280,528,11,8,0,default,default,default,,,,,,,,,,
matrix_mult,test_569_aie1_hw_qor,AIE,matrix_mult,float,float,float,224,112,384,0,0,0,0,1,0,0,0,0,25088,43008,14,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_571_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,4136,16,6,16,0,0,1,0,1,0,0,0,66176,96,8,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_575_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,5216,80,4,16,0,0,1,0,0,0,0,0,417280,320,5,8,0,default,default,default,,,,,,,,,,
matrix_mult,test_578_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint16,13140,8,4,16,0,0,1,0,1,0,0,0,105120,32,2,9,0,1,1,1,17185,8112,7646,8592 MSa/s,135,18,18,36,672318,1816 1784 1816 1784 1816 1784 1816 1784 1816 1784 1816 1784 1816 1784 1816 1784 1816 1784
matrix_mult,test_579_aie1_hw_qor,AIE,matrix_mult,float,float,float,2380,100,4,0,0,0,0,0,1,0,0,0,238000,400,5,7,0,1,1,1,14190,995,5155,2314 MSa/s,246,35,35,76,1135855,1774 1870 1742 1774 1774 1774 1870 1742 1774 1774 1774 1870 1742 1774 1774 1774 1870 1742 1774 1774 1774 1870 1742 1774 1774 1774 1870 1854 1774 1774 1774 1742 1742 1774 1774
matrix_mult,test_580_aie1_hw_qor,AIE,matrix_mult,int16,int16,int16,8,12,80,16,0,0,0,1,0,0,0,0,96,960,1,1,0,1,1,1,1554,1653,273,2930 MSa/s,7,1,1,2,8966,2124
matrix_mult,test_583_aie1_hw_qor,AIE,matrix_mult,int32,cint32,cint32,20,2,6,16,0,0,0,1,1,0,0,0,40,12,1,1,0,1,1,1,1202,405,308,487 MSa/s,7,1,1,2,4617,1982
matrix_mult,test_585_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,56,2,276,0,0,0,1,1,0,0,0,0,112,552,1,14,0,1,1,1,12557,8697,2025,9540 MSa/s,112,14,14,28,406854,1986 1986 1986 1986 1986 1986 1986 1986 1986 1986 1986 1986 1986 1986
matrix_mult,test_589_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint32,40,10,356,16,0,0,1,1,0,0,0,0,400,3560,1,10,0,1,1,1,17125,4998,2701,6590 MSa/s,90,10,10,20,536080,1764 1764 1764 1764 1764 1764 1764 1764 1764 1764
matrix_mult,test_590_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,8,12,624,16,0,0,0,1,0,0,0,0,96,7488,1,2,0,1,1,1,41734,476,5524,1129 MSa/s,16,2,2,4,104978,1946 1946
matrix_mult,test_591_aie1_hw_qor,AIE,matrix_mult,cint32,cint16,cint32,4,5832,6,16,0,0,0,0,0,0,0,0,23328,34992,12,1,0,1,1,1,14260,7,4451,6 MSa/s,110,12,12,37,679755,1836 1782 1782 1750 1782 1782 1782 1750 1782 1750 1782 1750
